Id;Cycle;DateTime;Flow;EntryLoad;OutputLoad;PumpCurrent;PumpVelocity
1233;7;2017-04-23 19:58:11,471;72;202;50;3231;10
1234;7;2017-04-23 19:58:24,495;73;204;50;3391;10
1235;7;2017-04-23 19:58:37,523;74;206;50;3091;10
1236;7;2017-04-23 19:58:50,555;75;208;50;3551;10
1237;7;2017-04-23 19:59:03,585;75;210;50;3364;10
1238;7;2017-04-23 19:59:16,615;74;212;50;2917;10
1239;7;2017-04-23 19:59:29,645;73;214;50;2992;10
1240;7;2017-04-23 19:59:42,675;75;216;50;2867;10
1241;7;2017-04-23 19:59:55,705;74;218;50;4104;10
1242;7;2017-04-23 20:00:08,734;76;220;50;4004;10
1243;7;2017-04-23 20:00:21,766;76;222;50;3674;10
1244;7;2017-04-23 20:00:34,798;74;224;50;4003;10
1245;7;2017-04-23 20:00:47,828;74;226;50;3356;10
1246;7;2017-04-23 20:01:00,857;75;228;50;3625;10
1247;7;2017-04-23 20:01:13,888;76;230;50;3124;10
1248;7;2017-04-23 20:01:26,918;74;232;50;3714;10
1249;7;2017-04-23 20:01:39,950;73;234;50;3941;10
1250;7;2017-04-23 20:01:52,981;74;236;50;3180;10
1251;7;2017-04-23 20:02:06,011;76;238;50;2864;10
1252;7;2017-04-23 20:02:19,041;75;240;50;3064;10
1253;7;2017-04-23 20:02:32,071;74;242;50;3660;10
1254;7;2017-04-23 20:02:45,102;74;244;50;3265;10
1255;7;2017-04-23 20:02:58,132;74;246;50;2984;10
1256;7;2017-04-23 20:03:11,164;74;248;50;2890;10
1257;7;2017-04-23 20:03:24,194;73;250;50;4002;10
1258;7;2017-04-23 20:03:37,225;73;252;50;3326;10
1259;7;2017-04-23 20:03:50,258;72;254;50;3957;10
1260;8;2017-04-23 20:08:02,180;72;255;50;3620;9
1261;8;2017-04-23 20:08:15,212;72;250;50;2751;9
1262;8;2017-04-23 20:08:28,244;72;245;50;2717;9
1263;8;2017-04-23 20:08:41,273;74;240;50;3072;9
1264;8;2017-04-23 20:08:54,305;74;235;50;3924;9
1265;8;2017-04-23 20:09:07,335;73;230;50;3893;9
1266;8;2017-04-23 20:09:20,366;74;225;50;3098;9
1267;8;2017-04-23 20:09:33,397;73;220;50;3668;9
1268;8;2017-04-23 20:09:46,428;74;215;50;3422;9
1269;8;2017-04-23 20:09:59,459;74;210;50;3748;9
1270;8;2017-04-23 20:10:12,489;73;205;50;3484;9
1271;8;2017-04-23 20:10:25,521;72;200;50;3792;9
1272;8;2017-04-23 20:10:38,551;72;195;50;2884;9
1273;8;2017-04-23 20:10:51,581;71;190;50;2784;9
1274;8;2017-04-23 20:11:04,612;70;185;50;2910;9
1275;8;2017-04-23 20:11:17,644;71;180;50;2779;9
1276;8;2017-04-23 20:11:30,675;70;175;50;3916;9
1277;8;2017-04-23 20:11:43,706;70;170;50;3883;9
1278;8;2017-04-23 20:11:56,737;71;165;50;2782;9
1279;8;2017-04-23 20:12:09,765;71;160;50;2910;9
1280;8;2017-04-23 20:12:22,796;71;155;50;3322;9
1281;8;2017-04-23 20:12:35,828;71;150;50;3128;9
1282;8;2017-04-23 20:12:48,858;70;145;50;3832;9
1283;8;2017-04-23 20:13:01,889;72;140;50;2700;9
1284;8;2017-04-23 20:13:14,919;71;135;50;3572;9
1285;8;2017-04-23 20:13:27,951;71;130;50;3458;9
1286;8;2017-04-23 20:13:40,982;69;125;50;3034;9
1287;8;2017-04-23 20:13:54,012;71;120;50;2956;9
1288;8;2017-04-23 20:14:07,042;71;115;50;2676;9
1289;8;2017-04-23 20:14:20,073;71;110;50;3252;9
1290;8;2017-04-23 20:14:33,103;72;105;50;3247;9
1291;8;2017-04-23 20:14:46,132;72;100;50;2743;9
1292;8;2017-04-23 20:14:59,155;72;95;50;3805;9
1293;8;2017-04-23 20:15:12,186;72;90;50;3884;9
1294;8;2017-04-23 20:15:25,217;72;85;50;3873;9
1295;8;2017-04-23 20:15:38,246;70;80;50;2708;9
1296;8;2017-04-23 20:15:51,277;69;75;50;3289;9
1297;8;2017-04-23 20:16:04,307;67;70;50;2625;9
1298;8;2017-04-23 20:16:17,337;63;65;50;2947;9
1299;8;2017-04-23 20:16:30,369;62;60;50;2949;9
1300;8;2017-04-23 20:16:43,397;62;55;50;2930;9
1301;8;2017-04-23 20:16:56,427;61;50;50;2637;9
1302;8;2017-04-23 20:17:09,457;61;45;50;3508;9
1303;8;2017-04-23 20:17:22,489;61;40;50;2884;9
1304;8;2017-04-23 20:17:35,513;61;35;50;2580;9
1305;8;2017-04-23 20:17:48,543;59;30;50;2752;9
1306;8;2017-04-23 20:18:01,571;59;25;50;2824;9
1307;8;2017-04-23 20:18:14,604;59;20;50;3063;9
1308;8;2017-04-23 20:18:27,636;54;15;50;2793;9
1309;8;2017-04-23 20:18:40,666;50;10;50;3285;9
1310;8;2017-04-23 20:18:53,696;37;5;50;2796;9
1311;8;2017-04-23 20:19:06,726;1;0;50;3004;9
1312;8;2017-04-23 20:19:19,756;0;0;50;3133;9
1313;8;2017-04-23 20:19:32,786;0;2;50;3185;9
1314;8;2017-04-23 20:19:45,817;0;4;50;2188;9
1315;8;2017-04-23 20:19:58,848;0;6;50;2364;9
1316;8;2017-04-23 20:20:11,878;11;8;50;2112;9
1317;8;2017-04-23 20:20:24,909;28;10;50;2750;9
1318;8;2017-04-23 20:20:37,939;28;12;50;2757;9
1319;8;2017-04-23 20:20:50,968;30;14;50;3391;9
1320;8;2017-04-23 20:21:03,998;34;16;50;2517;9
1321;8;2017-04-23 20:21:17,028;33;18;50;2988;9
1322;8;2017-04-23 20:21:30,058;38;20;50;2932;9
1323;8;2017-04-23 20:21:43,091;42;22;50;2547;9
1324;8;2017-04-23 20:21:56,122;41;24;50;3322;9
1325;8;2017-04-23 20:22:09,153;43;26;50;3511;9
1326;8;2017-04-23 20:22:22,185;45;28;50;3672;9
1327;8;2017-04-23 20:22:35,216;45;30;50;2549;9
1328;8;2017-04-23 20:22:48,246;47;32;50;3101;9
1329;8;2017-04-23 20:23:01,276;46;34;50;3660;9
1330;8;2017-04-23 20:23:14,307;46;36;50;2802;9
1331;8;2017-04-23 20:23:27,338;47;38;50;3620;9
1332;8;2017-04-23 20:23:40,369;46;40;50;3053;9
1333;8;2017-04-23 20:23:53,399;47;42;50;2974;9
1334;8;2017-04-23 20:24:06,431;48;44;50;2567;9
1335;8;2017-04-23 20:24:19,460;47;46;50;2732;9
1336;8;2017-04-23 20:24:32,490;48;48;50;3409;9
1337;8;2017-04-23 20:24:45,520;47;50;50;2560;9
1338;8;2017-04-23 20:24:58,550;47;52;50;3382;9
1339;8;2017-04-23 20:25:11,580;48;54;50;2690;9
1340;8;2017-04-23 20:25:24,609;48;56;50;3600;9
1341;8;2017-04-23 20:25:37,641;49;58;50;3195;9
1342;8;2017-04-23 20:25:50,672;50;60;50;2940;9
1343;8;2017-04-23 20:26:03,703;50;62;50;2480;9
1344;8;2017-04-23 20:26:16,733;51;64;50;2626;9
1345;8;2017-04-23 20:26:29,762;51;66;50;2982;9
1346;8;2017-04-23 20:26:42,792;51;68;50;3650;9
1347;8;2017-04-23 20:26:55,823;51;70;50;2593;9
1348;8;2017-04-23 20:27:08,853;51;72;50;3726;9
1349;8;2017-04-23 20:27:21,884;52;74;50;2634;9
1350;8;2017-04-23 20:27:34,914;53;76;50;3726;9
1351;8;2017-04-23 20:27:47,944;53;78;50;3135;9
1352;8;2017-04-23 20:28:00,976;54;80;50;2612;9
1353;8;2017-04-23 20:28:14,007;55;82;50;3648;9
1354;8;2017-04-23 20:28:27,038;55;84;50;2710;9
1355;8;2017-04-23 20:28:40,067;56;86;50;3020;9
1356;8;2017-04-23 20:28:53,097;57;88;50;2652;9
1357;8;2017-04-23 20:29:06,128;58;90;50;3617;9
1358;8;2017-04-23 20:29:19,159;59;92;50;2550;9
1359;8;2017-04-23 20:29:32,190;60;94;50;3665;9
1360;8;2017-04-23 20:29:45,221;61;96;50;3235;9
1361;8;2017-04-23 20:29:58,253;63;98;50;2648;9
1362;8;2017-04-23 20:30:11,283;67;100;50;3424;9
1363;8;2017-04-23 20:30:24,314;68;102;50;3930;9
1364;8;2017-04-23 20:30:37,346;66;104;50;3461;9
1365;8;2017-04-23 20:30:50,378;67;106;50;2830;9
1366;8;2017-04-23 20:31:03,410;66;108;50;3808;9
1367;8;2017-04-23 20:31:16,439;67;110;50;3910;9
1368;8;2017-04-23 20:31:29,470;68;112;50;2876;9
1369;8;2017-04-23 20:31:42,501;69;114;50;3653;9
1370;8;2017-04-23 20:31:55,531;69;116;50;2844;9
1371;8;2017-04-23 20:32:08,562;68;118;50;3913;9
1372;8;2017-04-23 20:32:21,593;68;120;50;3892;9
1373;8;2017-04-23 20:32:34,624;68;122;50;3335;9
1374;8;2017-04-23 20:32:47,655;69;124;50;2800;9
1375;8;2017-04-23 20:33:00,689;68;126;50;3367;9
1376;8;2017-04-23 20:33:13,719;68;128;50;2868;9
1377;8;2017-04-23 20:33:26,749;68;130;50;3012;9
1378;8;2017-04-23 20:33:39,778;68;132;50;3804;9
1379;8;2017-04-23 20:33:52,808;68;134;50;3580;9
1380;8;2017-04-23 20:34:05,840;68;136;50;3616;9
1381;8;2017-04-23 20:34:18,870;69;138;50;3876;9
1382;8;2017-04-23 20:34:31,899;68;140;50;3862;9
1383;8;2017-04-23 20:34:44,930;68;142;50;3911;9
1384;8;2017-04-23 20:34:57,961;69;144;50;3820;9
1385;8;2017-04-23 20:35:10,992;70;146;50;3658;9
1386;8;2017-04-23 20:35:24,023;70;148;50;2713;9
1387;8;2017-04-23 20:35:37,054;69;150;50;3539;9
1388;8;2017-04-23 20:35:50,084;70;152;50;3491;9
1389;8;2017-04-23 20:36:03,115;69;154;50;2750;9
1390;8;2017-04-23 20:36:16,146;69;156;50;2682;9
1391;8;2017-04-23 20:36:29,177;68;158;50;2774;9
1392;8;2017-04-23 20:36:42,208;64;160;50;3332;9
1393;8;2017-04-23 20:36:55,239;64;162;50;3153;9
1394;8;2017-04-23 20:37:08,272;65;164;50;3064;9
1395;8;2017-04-23 20:37:21,302;64;166;50;3346;9
1396;8;2017-04-23 20:37:34,333;65;168;50;3072;9
1397;8;2017-04-23 20:37:47,364;68;170;50;3304;9
1398;8;2017-04-23 20:38:00,394;66;172;50;3683;9
1399;8;2017-04-23 20:38:13,425;66;174;50;3760;9
1400;8;2017-04-23 20:38:26,455;66;176;50;3512;9
1401;8;2017-04-23 20:38:39,487;68;178;50;3723;9
1402;8;2017-04-23 20:38:52,517;69;180;50;3456;9
1403;8;2017-04-23 20:39:05,547;68;182;50;2802;9
1404;8;2017-04-23 20:39:18,578;69;184;50;3720;9
1405;8;2017-04-23 20:39:31,609;70;186;50;2762;9
1406;8;2017-04-23 20:39:44,640;68;188;50;2972;9
1407;8;2017-04-23 20:39:57,669;68;190;50;3292;9
1408;8;2017-04-23 20:40:10,698;68;192;50;2859;9
1409;8;2017-04-23 20:40:23,729;68;194;50;3426;9
1410;8;2017-04-23 20:40:36,759;68;196;50;3852;9
1411;8;2017-04-23 20:40:49,788;70;198;50;2945;9
1412;8;2017-04-23 20:41:02,820;71;200;50;3194;9
1413;8;2017-04-23 20:41:15,850;69;202;50;2689;9
1414;8;2017-04-23 20:41:28,879;70;204;50;3096;9
1415;8;2017-04-23 20:41:41,909;69;206;50;3343;9
1416;8;2017-04-23 20:41:54,941;69;208;50;3770;9
1417;8;2017-04-23 20:42:07,973;68;210;50;2825;9
1418;8;2017-04-23 20:42:21,005;68;212;50;3110;9
1419;8;2017-04-23 20:42:34,035;69;214;50;2996;9
1420;8;2017-04-23 20:42:47,066;68;216;50;2695;9
1421;8;2017-04-23 20:43:00,095;67;218;50;3066;9
1422;8;2017-04-23 20:43:13,126;66;220;50;3825;9
1423;8;2017-04-23 20:43:26,156;67;222;50;2700;9
1424;8;2017-04-23 20:43:39,186;67;224;50;3308;9
1425;8;2017-04-23 20:43:52,217;67;226;50;3534;9
1426;8;2017-04-23 20:44:05,247;67;228;50;2706;9
1427;8;2017-04-23 20:44:18,278;68;230;50;3978;9
1428;8;2017-04-23 20:44:31,307;68;232;50;2884;9
1429;8;2017-04-23 20:44:44,339;70;234;50;2914;9
1430;8;2017-04-23 20:44:57,370;71;236;50;3708;9
1431;8;2017-04-23 20:45:10,400;73;238;50;3222;9
1432;8;2017-04-23 20:45:23,432;72;240;50;2708;9
1433;8;2017-04-23 20:45:36,462;72;242;50;3484;9
1434;8;2017-04-23 20:45:49,491;71;244;50;3866;9
1435;8;2017-04-23 20:46:02,522;71;246;50;3823;9
1436;8;2017-04-23 20:46:15,554;71;248;50;3913;9
1437;8;2017-04-23 20:46:28,585;71;250;50;2777;9
1438;8;2017-04-23 20:46:41,617;72;252;50;2612;9
1439;8;2017-04-23 20:46:54,647;71;254;50;2752;9
1440;9;2017-04-23 20:50:37,598;69;255;50;2560;8
1441;9;2017-04-23 20:50:50,629;68;250;50;2283;8
1442;9;2017-04-23 20:51:03,660;69;245;50;3015;8
1443;9;2017-04-23 20:51:16,692;69;240;50;2427;8
1444;9;2017-04-23 20:51:29,722;69;235;50;3099;8
1445;9;2017-04-23 20:51:42,753;70;230;50;2991;8
1446;9;2017-04-23 20:51:55,784;71;225;50;2858;8
1447;9;2017-04-23 20:52:08,815;70;220;50;2752;8
1448;9;2017-04-23 20:52:21,845;70;215;50;3039;8
1449;9;2017-04-23 20:52:34,874;72;210;50;2136;8
1450;9;2017-04-23 20:52:47,905;71;205;50;2688;8
1451;9;2017-04-23 20:53:00,936;71;200;50;2256;8
1452;9;2017-04-23 20:53:13,967;71;195;50;2445;8
1453;9;2017-04-23 20:53:26,998;71;190;50;2746;8
1454;9;2017-04-23 20:53:40,028;71;185;50;2161;8
1455;9;2017-04-23 20:53:53,061;71;180;50;2471;8
1456;9;2017-04-23 20:54:06,089;71;175;50;2121;8
1457;9;2017-04-23 20:54:19,120;70;170;50;2717;8
1458;9;2017-04-23 20:54:32,152;70;165;50;3068;8
1459;9;2017-04-23 20:54:45,183;70;160;50;2552;8
1460;9;2017-04-23 20:54:58,215;70;155;50;3178;8
1461;9;2017-04-23 20:55:11,246;69;150;50;2583;8
1462;9;2017-04-23 20:55:24,276;70;145;50;3284;8
1463;9;2017-04-23 20:55:37,305;69;140;50;2357;8
1464;9;2017-04-23 20:55:50,336;69;135;50;2256;8
1465;9;2017-04-23 20:56:03,367;69;130;50;2258;8
1466;9;2017-04-23 20:56:16,397;69;125;50;2138;8
1467;9;2017-04-23 20:56:29,428;69;120;50;2107;8
1468;9;2017-04-23 20:56:42,459;68;115;50;2174;8
1469;9;2017-04-23 20:56:55,489;69;110;50;2508;8
1470;9;2017-04-23 20:57:08,521;70;105;50;3293;8
1471;9;2017-04-23 20:57:21,551;67;100;50;2332;8
1472;9;2017-04-23 20:57:34,579;68;95;50;2168;8
1473;9;2017-04-23 20:57:47,607;68;90;50;3260;8
1474;9;2017-04-23 20:58:00,638;66;85;50;3032;8
1475;9;2017-04-23 20:58:13,670;64;80;50;3370;8
1476;9;2017-04-23 20:58:26,699;64;75;50;2501;8
1477;9;2017-04-23 20:58:39,729;63;70;50;2655;8
1478;9;2017-04-23 20:58:52,760;60;65;50;2053;8
1479;9;2017-04-23 20:59:05,792;60;60;50;2510;8
1480;9;2017-04-23 20:59:18,823;59;55;50;2670;8
1481;9;2017-04-23 20:59:31,853;58;50;50;2008;8
1482;9;2017-04-23 20:59:44,884;57;45;50;2963;8
1483;9;2017-04-23 20:59:57,917;57;40;50;2135;8
1484;9;2017-04-23 21:00:10,946;57;35;50;2008;8
1485;9;2017-04-23 21:00:23,978;56;30;50;2822;8
1486;9;2017-04-23 21:00:37,007;56;25;50;2276;8
1487;9;2017-04-23 21:00:50,039;55;20;50;2456;8
1488;9;2017-04-23 21:01:03,071;51;15;50;2380;8
1489;9;2017-04-23 21:01:16,103;46;10;50;2053;8
1490;9;2017-04-23 21:01:29,133;41;5;50;2224;8
1491;9;2017-04-23 21:01:42,163;1;0;50;2116;8
1492;9;2017-04-23 21:01:55,197;0;0;50;1712;8
1493;9;2017-04-23 21:02:08,229;0;2;50;1862;8
1494;9;2017-04-23 21:02:21,261;0;4;50;2495;8
1495;9;2017-04-23 21:02:34,291;0;6;50;2609;8
1496;9;2017-04-23 21:02:47,322;10;8;50;1867;8
1497;9;2017-04-23 21:03:00,351;29;10;50;1732;8
1498;9;2017-04-23 21:03:13,381;30;12;50;2783;8
1499;9;2017-04-23 21:03:26,411;35;14;50;1983;8
1500;9;2017-04-23 21:03:39,442;39;16;50;2523;8
1501;9;2017-04-23 21:03:52,474;40;18;50;1940;8
1502;9;2017-04-23 21:04:05,505;41;20;50;2624;8
1503;9;2017-04-23 21:04:18,536;44;22;50;2720;8
1504;9;2017-04-23 21:04:31,566;44;24;50;2805;8
1505;9;2017-04-23 21:04:44,597;46;26;50;2344;8
1506;9;2017-04-23 21:04:57,628;46;28;50;2164;8
1507;9;2017-04-23 21:05:10,659;46;30;50;2220;8
1508;9;2017-04-23 21:05:23,688;47;32;50;2956;8
1509;9;2017-04-23 21:05:36,720;47;34;50;2132;8
1510;9;2017-04-23 21:05:49,750;46;36;50;3026;8
1511;9;2017-04-23 21:06:02,782;47;38;50;2869;8
1512;9;2017-04-23 21:06:15,813;48;40;50;2136;8
1513;9;2017-04-23 21:06:28,844;48;42;50;2008;8
1514;9;2017-04-23 21:06:41,874;48;44;50;2452;8
1515;9;2017-04-23 21:06:54,903;48;46;50;2348;8
1516;9;2017-04-23 21:07:07,933;48;48;50;2300;8
1517;9;2017-04-23 21:07:20,963;48;50;50;2551;8
1518;9;2017-04-23 21:07:33,993;48;52;50;2568;8
1519;9;2017-04-23 21:07:47,026;47;54;50;2969;8
1520;9;2017-04-23 21:08:00,057;48;56;50;2472;8
1521;9;2017-04-23 21:08:13,089;48;58;50;2932;8
1522;9;2017-04-23 21:08:26,120;48;60;50;2081;8
1523;9;2017-04-23 21:08:39,150;48;62;50;2098;8
1524;9;2017-04-23 21:08:52,182;47;64;50;2699;8
1525;9;2017-04-23 21:09:05,209;47;66;50;2715;8
1526;9;2017-04-23 21:09:18,243;47;68;50;2819;8
1527;9;2017-04-23 21:09:31,274;47;70;50;1995;8
1528;9;2017-04-23 21:09:44,305;48;72;50;2054;8
1529;9;2017-04-23 21:09:57,336;49;74;50;3020;8
1530;9;2017-04-23 21:10:10,367;50;76;50;2953;8
1531;9;2017-04-23 21:10:23,396;50;78;50;3024;8
1532;9;2017-04-23 21:10:36,428;50;80;50;1916;8
1533;9;2017-04-23 21:10:49,459;51;82;50;2045;8
1534;9;2017-04-23 21:11:02,489;50;84;50;2448;8
1535;9;2017-04-23 21:11:15,519;51;86;50;2964;8
1536;9;2017-04-23 21:11:28,549;52;88;50;2299;8
1537;9;2017-04-23 21:11:41,580;51;90;50;2224;8
1538;9;2017-04-23 21:11:54,611;53;92;50;2059;8
1539;9;2017-04-23 21:12:07,642;53;94;50;2074;8
1540;9;2017-04-23 21:12:20,672;53;96;50;2632;8
1541;9;2017-04-23 21:12:33,702;54;98;50;3041;8
1542;9;2017-04-23 21:12:46,732;55;100;50;3145;8
1543;9;2017-04-23 21:12:59,762;56;102;50;2716;8
1544;9;2017-04-23 21:13:12,792;59;104;50;2052;8
1545;9;2017-04-23 21:13:25,823;61;106;50;2199;8
1546;9;2017-04-23 21:13:38,853;62;108;50;2321;8
1547;9;2017-04-23 21:13:51,883;63;110;50;2000;8
1548;9;2017-04-23 21:14:04,915;64;112;50;2445;8
1549;9;2017-04-23 21:14:17,945;65;114;50;2112;8
1550;9;2017-04-23 21:14:30,976;65;116;50;2099;8
1551;9;2017-04-23 21:14:44,007;67;118;50;2562;8
1552;9;2017-04-23 21:14:57,038;71;120;50;3316;8
1553;9;2017-04-23 21:15:10,068;70;122;50;2324;8
1554;9;2017-04-23 21:15:23,098;70;124;50;3097;8
1555;9;2017-04-23 21:15:36,129;71;126;50;2157;8
1556;9;2017-04-23 21:15:49,160;62;128;50;2613;8
1557;9;2017-04-23 21:16:02,192;58;130;50;3229;8
1558;9;2017-04-23 21:16:15,222;59;132;50;2709;8
1559;9;2017-04-23 21:16:28,253;63;134;50;3417;8
1560;9;2017-04-23 21:16:41,284;68;136;50;3087;8
1561;9;2017-04-23 21:16:54,315;67;138;50;3023;8
1562;9;2017-04-23 21:17:07,346;68;140;50;2829;8
1563;9;2017-04-23 21:17:20,375;67;142;50;3342;8
1564;9;2017-04-23 21:17:33,404;67;144;50;2786;8
1565;9;2017-04-23 21:17:46,435;68;146;50;2560;8
1566;9;2017-04-23 21:17:59,466;67;148;50;2918;8
1567;9;2017-04-23 21:18:12,495;69;150;50;3129;8
1568;9;2017-04-23 21:18:25,526;69;152;50;3217;8
1569;9;2017-04-23 21:18:38,554;69;154;50;3139;8
1570;9;2017-04-23 21:18:51,587;66;156;50;2426;8
1571;9;2017-04-23 21:19:04,618;71;158;50;3002;8
1572;9;2017-04-23 21:19:17,649;81;160;50;3060;8
1573;9;2017-04-23 21:19:30,680;81;162;50;2816;8
1574;9;2017-04-23 21:19:43,712;80;164;50;2472;8
1575;9;2017-04-23 21:19:56,742;75;166;50;2516;8
1576;9;2017-04-23 21:20:09,774;72;168;50;3369;8
1577;9;2017-04-23 21:20:22,804;72;170;50;2187;8
1578;9;2017-04-23 21:20:35,833;71;172;50;2400;8
1579;9;2017-04-23 21:20:48,861;38;174;50;2644;8
1580;9;2017-04-23 21:21:01,893;39;176;50;3327;8
1581;9;2017-04-23 21:21:14,924;40;178;50;2101;8
1582;9;2017-04-23 21:21:27,954;40;180;50;3281;8
1583;9;2017-04-23 21:21:40,986;38;182;50;2568;8
1584;9;2017-04-23 21:21:54,017;38;184;50;2350;8
1585;9;2017-04-23 21:22:07,049;39;186;50;2553;8
1586;9;2017-04-23 21:22:20,080;39;188;50;2775;8
1587;9;2017-04-23 21:22:33,110;39;190;50;2396;8
1588;9;2017-04-23 21:22:46,143;39;192;50;2168;8
1589;9;2017-04-23 21:22:59,173;39;194;50;2631;8
1590;9;2017-04-23 21:23:12,205;39;196;50;3226;8
1591;9;2017-04-23 21:23:25,237;38;198;50;2820;8
1592;9;2017-04-23 21:23:38,269;38;200;50;3327;8
1593;9;2017-04-23 21:23:51,300;38;202;50;2207;8
1594;9;2017-04-23 21:24:04,329;39;204;50;2228;8
1595;9;2017-04-23 21:24:17,361;40;206;50;3132;8
1596;9;2017-04-23 21:24:30,392;39;208;50;2332;8
1597;9;2017-04-23 21:24:43,421;38;210;50;3431;8
1598;9;2017-04-23 21:24:56,454;38;212;50;2971;8
1599;9;2017-04-23 21:25:09,484;38;214;50;2649;8
1600;9;2017-04-23 21:25:22,512;40;216;50;2776;8
1601;9;2017-04-23 21:25:35,543;41;218;50;2482;8
1602;9;2017-04-23 21:25:48,574;41;220;50;3044;8
1603;9;2017-04-23 21:26:01,605;41;222;50;2244;8
1604;9;2017-04-23 21:26:14,635;41;224;50;2571;8
1605;9;2017-04-23 21:26:27,666;40;226;50;3036;8
1606;9;2017-04-23 21:26:40,697;41;228;50;3128;8
1607;9;2017-04-23 21:26:53,728;41;230;50;3276;8
1608;9;2017-04-23 21:27:06,758;40;232;50;2620;8
1609;9;2017-04-23 21:27:19,790;41;234;50;2673;8
1610;9;2017-04-23 21:27:32,820;41;236;50;2224;8
1611;9;2017-04-23 21:27:45,851;41;238;50;3411;8
1612;9;2017-04-23 21:27:58,882;41;240;50;2568;8
1613;9;2017-04-23 21:28:11,913;43;242;50;2716;8
1614;9;2017-04-23 21:28:24,941;42;244;50;2184;8
1615;9;2017-04-23 21:28:37,972;42;246;50;2268;8
1616;9;2017-04-23 21:28:51,004;41;248;50;2377;8
1617;9;2017-04-23 21:29:04,034;41;250;50;3381;8
1618;9;2017-04-23 21:29:17,064;41;252;50;2790;8
1619;9;2017-04-23 21:29:30,094;41;254;50;2220;8
1620;10;2017-04-23 21:31:00,480;42;255;50;1923;7
1621;10;2017-04-23 21:31:13,509;43;250;50;2384;7
1622;10;2017-04-23 21:31:26,539;42;245;50;1718;7
1623;10;2017-04-23 21:31:39,569;41;240;50;1924;7
1624;10;2017-04-23 21:31:52,599;41;235;50;2755;7
1625;10;2017-04-23 21:32:05,630;41;230;50;1723;7
1626;10;2017-04-23 21:32:18,661;42;225;50;2528;7
1627;10;2017-04-23 21:32:31,691;41;220;50;1826;7
1628;10;2017-04-23 21:32:44,722;41;215;50;2120;7
1629;10;2017-04-23 21:32:57,756;42;210;50;1807;7
1630;10;2017-04-23 21:33:10,786;41;205;50;2619;7
1631;10;2017-04-23 21:33:23,815;42;200;50;1788;7
1632;10;2017-04-23 21:33:36,845;42;195;50;2776;7
1633;10;2017-04-23 21:33:49,874;41;190;50;2496;7
1634;10;2017-04-23 21:34:02,906;41;185;50;2684;7
1635;10;2017-04-23 21:34:15,938;41;180;50;1832;7
1636;10;2017-04-23 21:34:28,968;41;175;50;1748;7
1637;10;2017-04-23 21:34:41,999;42;170;50;2855;7
1638;10;2017-04-23 21:34:55,029;40;165;50;1718;7
1639;10;2017-04-23 21:35:08,059;41;160;50;2084;7
1640;10;2017-04-23 21:35:21,089;41;155;50;2436;7
1641;10;2017-04-23 21:35:34,120;41;150;50;1812;7
1642;10;2017-04-23 21:35:47,150;41;145;50;1722;7
1643;10;2017-04-23 21:36:00,182;41;140;50;2796;7
1644;10;2017-04-23 21:36:13,214;41;135;50;2622;7
1645;10;2017-04-23 21:36:26,244;41;130;50;1745;7
1646;10;2017-04-23 21:36:39,275;40;125;50;1993;7
1647;10;2017-04-23 21:36:52,305;39;120;50;1880;7
1648;10;2017-04-23 21:37:05,336;40;115;50;2124;7
1649;10;2017-04-23 21:37:18,366;40;110;50;2573;7
1650;10;2017-04-23 21:37:31,396;38;105;50;2728;7
1651;10;2017-04-23 21:37:44,427;38;100;50;2770;7
1652;10;2017-04-23 21:37:57,462;38;95;50;2026;7
1653;10;2017-04-23 21:38:10,493;39;90;50;2213;7
1654;10;2017-04-23 21:38:23,523;39;85;50;1715;7
1655;10;2017-04-23 21:38:36,553;38;80;50;2568;7
1656;10;2017-04-23 21:38:49,584;38;75;50;2072;7
1657;10;2017-04-23 21:39:02,615;36;70;50;2519;7
1658;10;2017-04-23 21:39:15,646;35;65;50;2531;7
1659;10;2017-04-23 21:39:28,677;35;60;50;1644;7
1660;10;2017-04-23 21:39:41,709;35;55;50;2420;7
1661;10;2017-04-23 21:39:54,740;34;50;50;1724;7
1662;10;2017-04-23 21:40:07,772;34;45;50;1560;7
1663;10;2017-04-23 21:40:20,802;33;40;50;2268;7
1664;10;2017-04-23 21:40:33,833;33;35;50;1821;7
1665;10;2017-04-23 21:40:46,866;32;30;50;2224;7
1666;10;2017-04-23 21:40:59,895;33;25;50;2244;7
1667;10;2017-04-23 21:41:12,927;31;20;50;1625;7
1668;10;2017-04-23 21:41:25,957;30;15;50;1896;7
1669;10;2017-04-23 21:41:38,987;26;10;50;2081;7
1670;10;2017-04-23 21:41:52,019;26;5;50;1593;7
1671;10;2017-04-23 21:42:05,050;0;0;50;1762;7
1672;10;2017-04-23 21:42:18,083;0;0;50;1352;7
1673;10;2017-04-23 21:42:31,111;0;2;50;1892;7
1674;10;2017-04-23 21:42:44,142;0;4;50;1217;7
1675;10;2017-04-23 21:42:57,173;0;6;50;1420;7
1676;10;2017-04-23 21:43:10,203;6;8;50;1527;7
1677;10;2017-04-23 21:43:23,232;17;10;50;1308;7
1678;10;2017-04-23 21:43:36,263;19;12;50;2094;7
1679;10;2017-04-23 21:43:49,294;18;14;50;1837;7
1680;10;2017-04-23 21:44:02,326;21;16;50;1411;7
1681;10;2017-04-23 21:44:15,357;21;18;50;1357;7
1682;10;2017-04-23 21:44:28,391;22;20;50;2417;7
